BIN;Network;Type;Category;Issuer
405040;VISA;DEBIT;CLASSIC;FUPS BANK ANONIM SIRKETI
410431;VISA;CREDIT;BUSINESS;FUPS BANK ANONIM SIRKETI
413791;VISA;CREDIT;CLASSIC;FUPS BANK ANONIM SIRKETI
420578;VISA;CREDIT;CLASSIC;FUPS BANK ANONIM SIRKETI
426889;VISA;DEBIT;BUSINESS;FUPS BANK ANONIM SIRKETI
450907;VISA;CREDIT;CLASSIC;ZIRAAT DINAMIK BANK, A.S.
540431;MASTERCARD;DEBIT;PREPAID RELOADABLE;AHLATCI ODEME VE ELEKTRONIK PARA HIZMETLERI AS
375557;AMERICAN EXPRESS;CREDIT;;AKBANK T.A.S.
413252;VISA;CREDIT;PLATINUM;AKBANK T.A.S.
425669;VISA;CREDIT;BUSINESS;AKBANK T.A.S.
432071;VISA;CREDIT;SIGNATURE;AKBANK T.A.S.
432072;VISA;CREDIT;SIGNATURE;AKBANK T.A.S.
435508;VISA;CREDIT;CLASSIC;AKBANK T.A.S.
435509;VISA;CREDIT;GOLD;AKBANK T.A.S.
456373;VISA;CREDIT;CLASSIC;AKBANK T.A.S.
474853;VISA;DEBIT;CLASSIC;AKBANK T.A.S.
474854;VISA;DEBIT;PREPAID PRIVATE LABEL STANDARD;AKBANK T.A.S.
479680;VISA;CREDIT;CLASSIC;AKBANK T.A.S.
479681;VISA;DEBIT;CLASSIC;AKBANK T.A.S.
490740;VISA;CREDIT;;AKBANK T.A.S.
512754;MASTERCARD;CREDIT;WORLD;AKBANK T.A.S.
516643;MASTERCARD;DEBIT;PREPAID RELOADABLE;AKBANK T.A.S.
516840;MASTERCARD;DEBIT;STANDARD;AKBANK T.A.S.
516841;MASTERCARD;DEBIT;PLATINUM;AKBANK T.A.S.
520932;MASTERCARD;CREDIT;STANDARD;AKBANK T.A.S.
521807;MASTERCARD;CREDIT;WORLD BLACK;AKBANK T.A.S.
521942;MASTERCARD;DEBIT;PREPAID RELOADABLE;AKBANK T.A.S.
524347;MASTERCARD;CREDIT;WORLD;AKBANK T.A.S.
534253;MASTERCARD;CREDIT;STANDARD;AKBANK T.A.S.
535280;MASTERCARD;DEBIT;COMMERCIAL;AKBANK T.A.S.
535449;MASTERCARD;DEBIT;STANDARD;AKBANK T.A.S.
550383;MASTERCARD;CREDIT;;AKBANK T.A.S.
552608;MASTERCARD;CREDIT;PREFERRED BUSINESS;AKBANK T.A.S.
552609;MASTERCARD;CREDIT;PREFERRED BUSINESS;AKBANK T.A.S.
553056;MASTERCARD;CREDIT;PREFERRED BUSINESS;AKBANK T.A.S.
557113;MASTERCARD;CREDIT;STANDARD;AKBANK T.A.S.
557829;MASTERCARD;CREDIT;GOLD;AKBANK T.A.S.
569004;LOCAL BRAND;DEBIT;PERSONAL;AKBANK T.A.S.
589004;MAESTRO;DEBIT;;AKBANK T.A.S.
677056;MAESTRO;DEBIT;;AKBANK T.A.S.
730727;PRIVATE LABEL;CREDIT;CLASSIC;AKBANK T.A.S.
979206;TROY;CREDIT;PERSONAL;AKBANK T.A.S.
979207;TROY;CREDIT;COMMERCIAL;AKBANK T.A.S.
979208;TROY;DEBIT;PERSONAL;AKBANK T.A.S.
900002;TROY;CREDIT;PERSONAL;AKTIF YATIRIM BANKASI
979213;TROY;DEBIT;PERSONAL;AKTIF YATIRIM BANKASI
979246;TROY;DEBIT;;AKTIF YATIRIM BANKASI
441115;VISA;CREDIT;CLASSIC;AKTIF YATIRIM BANKASI, A.S.
441118;VISA;DEBIT;ELECTRON;AKTIF YATIRIM BANKASI, A.S.
453144;VISA;CREDIT;CLASSIC;AKTIF YATIRIM BANKASI, A.S.
453145;VISA;CREDIT;GOLD;AKTIF YATIRIM BANKASI, A.S.
453146;VISA;CREDIT;PLATINUM;AKTIF YATIRIM BANKASI, A.S.
453147;VISA;DEBIT;PREPAID CLASSIC;AKTIF YATIRIM BANKASI, A.S.
453148;VISA;DEBIT;CLASSIC;AKTIF YATIRIM BANKASI, A.S.
515456;MASTERCARD;DEBIT;PREPAID RELOADABLE;AKTIF YATIRIM BANKASI, A.S.
516357;MASTERCARD;DEBIT;PREPAID RELOADABLE;AKTIF YATIRIM BANKASI, A.S.
517343;MASTERCARD;DEBIT;PREPAID RELOADABLE;AKTIF YATIRIM BANKASI, A.S.
528246;MASTERCARD;DEBIT;PREPAID RELOADABLE;AKTIF YATIRIM BANKASI, A.S.
532813;MASTERCARD;DEBIT;PREPAID RELOADABLE;AKTIF YATIRIM BANKASI, A.S.
534563;MASTERCARD;CREDIT;STANDARD;AKTIF YATIRIM BANKASI, A.S.
534565;MASTERCARD;DEBIT;PREPAID RELOADABLE;AKTIF YATIRIM BANKASI, A.S.
534567;MASTERCARD;DEBIT;PREPAID RELOADABLE;AKTIF YATIRIM BANKASI, A.S.
535843;MASTERCARD;CREDIT;WORLD BLACK;AKTIF YATIRIM BANKASI, A.S.
539098;MASTERCARD;DEBIT;PREPAID RELOADABLE;AKTIF YATIRIM BANKASI, A.S.
549539;MASTERCARD;DEBIT;PREPAID RELOADABLE;AKTIF YATIRIM BANKASI, A.S.
553427;MASTERCARD;DEBIT;STANDARD;AKTIF YATIRIM BANKASI, A.S.
559884;MASTERCARD;DEBIT;STANDARD;AKTIF YATIRIM BANKASI, A.S.
581877;MAESTRO;DEBIT;;AKTIF YATIRIM BANKASI, A.S.
671121;MAESTRO;DEBIT;;AKTIF YATIRIM BANKASI, A.S.
671155;MAESTRO;DEBIT;;AKTIF YATIRIM BANKASI, A.S.
504166;MAESTRO;DEBIT;PERSONAL;AKTIFBANK
979226;TROY;CREDIT;PERSONAL;ALBARAKA TURK
979227;TROY;DEBIT;PERSONAL;ALBARAKA TURK
516183;MASTERCARD;CREDIT;BUSINESS;ALBARAKA TURK KATILIM BANKASI
511583;MASTERCARD;CREDIT;WORLD;ALBARAKA TURK KATILIM BANKASI A.S
532639;MASTERCARD;DEBIT;STANDARD;ALBARAKA TURK KATILIM BANKASI A.S
533796;MASTERCARD;CREDIT;GOLD;ALBARAKA TURK KATILIM BANKASI A.S
533973;MASTERCARD;CREDIT;STANDARD;ALBARAKA TURK KATILIM BANKASI A.S
534264;MASTERCARD;CREDIT;STANDARD;ALBARAKA TURK KATILIM BANKASI A.S
536180;MASTERCARD;CREDIT;GOLD;ALBARAKA TURK KATILIM BANKASI A.S
544401;MASTERCARD;DEBIT;PREPAID;ALBARAKA TURK KATILIM BANKASI A.S
547234;MASTERCARD;CREDIT;BUSINESS;ALBARAKA TURK KATILIM BANKASI A.S
548232;MASTERCARD;CREDIT;GOLD;ALBARAKA TURK KATILIM BANKASI A.S
677397;MAESTRO;DEBIT;;ALBARAKA TURK KATILIM BANKASI A.S
417715;VISA;CREDIT;BUSINESS;ALBARAKA TURK KATILIM BANKASI, A.S.
417716;VISA;DEBIT;CLASSIC;ALBARAKA TURK KATILIM BANKASI, A.S.
423002;VISA;CREDIT;GOLD;ALBARAKA TURK KATILIM BANKASI, A.S.
424935;VISA;CREDIT;PLATINUM;ALBARAKA TURK KATILIM BANKASI, A.S.
432284;VISA;CREDIT;CLASSIC;ALBARAKA TURK KATILIM BANKASI, A.S.
432285;VISA;CREDIT;GOLD;ALBARAKA TURK KATILIM BANKASI, A.S.
434524;VISA;DEBIT;CLASSIC;ALBARAKA TURK KATILIM BANKASI, A.S.
434572;VISA;CREDIT;BUSINESS;ALBARAKA TURK KATILIM BANKASI, A.S.
463359;VISA;CREDIT;CLASSIC;ALBARAKA TURK KATILIM BANKASI, A.S.
479671;VISA;CREDIT;CLASSIC;ALBARAKA TURK KATILIM BANKASI, A.S.
627510;LOCAL BRAND;DEBIT;PERSONAL;ALBARAKA TURK KATILIM BANKASI, A.S.
979228;TROY;CREDIT;PERSONAL;ALTERNATIF BANK, A.S.
403223;VISA;CREDIT;CLASSIC;ALTERNATIFBANK, A.S.
403595;VISA;CREDIT;;ALTERNATIFBANK, A.S.
416394;VISA;CREDIT;PERSONAL;ALTERNATIFBANK, A.S.
466280;VISA;CREDIT;CLASSIC;ALTERNATIFBANK, A.S.
466281;VISA;CREDIT;GOLD;ALTERNATIFBANK, A.S.
466282;VISA;CREDIT;PLATINUM;ALTERNATIFBANK, A.S.
466283;VISA;CREDIT;BUSINESS;ALTERNATIFBANK, A.S.
466284;VISA;DEBIT;CLASSIC;ALTERNATIFBANK, A.S.
512618;MASTERCARD;CREDIT;MIXED;ALTERNATIFBANK, A.S.
516308;MASTERCARD;CREDIT;STANDARD;ALTERNATIFBANK, A.S.
516458;MASTERCARD;CREDIT;PLATINUM;ALTERNATIFBANK, A.S.
522221;MASTERCARD;CREDIT;STANDARD;ALTERNATIFBANK, A.S.
544836;MASTERCARD;CREDIT;GOLD;ALTERNATIFBANK, A.S.
551458;MASTERCARD;DEBIT;STANDARD;ALTERNATIFBANK, A.S.
553870;MASTERCARD;DEBIT;BUSINESS;ALTERNATIFBANK, A.S.
558485;MASTERCARD;CREDIT;BUSINESS;ALTERNATIFBANK, A.S.
654997;TROY;CREDIT;;ALTERNATIFBANK, A.S.
670670;MAESTRO;DEBIT;;ALTERNATIFBANK, A.S.
370558;AMERICAN EXPRESS;CREDIT;;AMERICAN EXPRESS COMPANY
370674;AMERICAN EXPRESS;CREDIT;;AMERICAN EXPRESS COMPANY
979240;TROY;DEBIT;PERSONAL;ANADOLU BANK, A.S.
979252;TROY;CREDIT;PERSONAL;ANADOLU BANK, A.S.
425846;VISA;CREDIT;GOLD;ANADOLUBANK, A.S.
425847;VISA;CREDIT;CLASSIC;ANADOLUBANK, A.S.
425848;VISA;CREDIT;BUSINESS;ANADOLUBANK, A.S.
425849;VISA;DEBIT;CLASSIC;ANADOLUBANK, A.S.
441341;VISA;CREDIT;PLATINUM;ANADOLUBANK, A.S.
515289;MASTERCARD;DEBIT;STANDARD;ANADOLUBANK, A.S.
522240;MASTERCARD;CREDIT;STANDARD;ANADOLUBANK, A.S.
522241;MASTERCARD;CREDIT;GOLD;ANADOLUBANK, A.S.
535881;MASTERCARD;CREDIT;STANDARD;ANADOLUBANK, A.S.
552557;MASTERCARD;DEBIT;STANDARD;ANADOLUBANK, A.S.
554301;MASTERCARD;CREDIT;WORLD;ANADOLUBANK, A.S.
558593;MASTERCARD;CREDIT;BUSINESS;ANADOLUBANK, A.S.
603072;LOCAL BRAND;DEBIT;PERSONAL;ANADOLUBANK, A.S.
676460;MAESTRO;DEBIT;;ANADOLUBANK, A.S.
512180;MASTERCARD;DEBIT;STANDARD;ARAP TURK BANKASI AS
530974;MASTERCARD;DEBIT;STANDARD;ARAP TURK BANKASI AS
441117;VISA;DEBIT;PREPAID CLASSIC;AS ODEME HIZMETLERI VE ELEKTRONIK PARA A.S
456925;VISA;DEBIT;PREPAID CLASSIC;AS ODEME HIZMETLERI VE ELEKTRONIK PARA A.S
979232;TROY;DEBIT;;ASYA KATILIM BANKASI
407112;VISA;DEBIT;BUSINESS;ASYA KATILIM BANKASI, A.S.
416987;VISA;CREDIT;BUSINESS;ASYA KATILIM BANKASI, A.S.
441033;VISA;CREDIT;CLASSIC;ASYA KATILIM BANKASI, A.S.
477206;VISA;CREDIT;PLATINUM;ASYA KATILIM BANKASI, A.S.
529462;MASTERCARD;CREDIT;STANDARD;ASYA KATILIM BANKASI, A.S.
531334;MASTERCARD;CREDIT;STANDARD/PLATINUM/WORLD;ASYA KATILIM BANKASI, A.S.
547799;MASTERCARD;CREDIT;BUSINESS;ASYA KATILIM BANKASI, A.S.
627462;MAESTRO;DEBIT;PREPAID;ASYA KATILIM BANKASI, A.S.
677131;MAESTRO;DEBIT;;ASYA KATILIM BANKASI, A.S.
412953;VISA;DEBIT;PREPAID;BANK ASYA KATILIM BANKASI, A.S.
456054;VISA;CREDIT;CLASSIC;BANKALARARASI KART MERKEZI, A.S.
523453;MASTERCARD;CREDIT;STANDARD;BANKPOZITIF KREDI VE KALKINMA BANKASI, A.S.
530341;MASTERCARD;DEBIT;PREPAID RELOADABLE;BELBIM ELEKTRONIK PARA VE ODEME HIZMETLERI AS
979273;TROY;DEBIT;PERSONAL;BIRLESIK ODEME VE ELEKTRONIK PARA HIZMET
531790;MASTERCARD;DEBIT;PREPAID RELOADABLE;BPN ODEME VE ELEKTRONIK PARA HIZMETLERI ANONIM SIRKETI
414941;VISA;DEBIT;ELECTRON;BURGAN BANK
483013;VISA;CREDIT;CLASSIC;BURGAN BANK
498516;VISA;CREDIT;CLASSIC;BURGAN BANK
498517;VISA;CREDIT;GOLD;BURGAN BANK
498518;VISA;CREDIT;PLATINUM;BURGAN BANK
498519;VISA;CREDIT;PLATINUM;BURGAN BANK
498520;VISA;CREDIT;BUSINESS;BURGAN BANK
498521;VISA;CREDIT;BUSINESS;BURGAN BANK
491373;VISA;CREDIT;GOLD;BURGAN BANK, A.S.
527573;MASTERCARD;DEBIT;PREPAID;BURGAN BANK, A.S.
535806;MASTERCARD;DEBIT;STANDARD;BURGAN BANK, A.S.
541875;MASTERCARD;CREDIT;STANDARD;BURGAN BANK, A.S.
589298;MAESTRO;DEBIT;STANDARD;BURGAN BANK, A.S.
412931;VISA;CREDIT;;CITIBANK
426391;VISA;CREDIT;GOLD;CITIBANK, A.S.
426392;VISA;CREDIT;CLASSIC;CITIBANK, A.S.
437897;VISA;CREDIT;CORPORATE T&E;CITIBANK, A.S.
450050;VISA;CREDIT;CLASSIC;CITIBANK, A.S.
450051;VISA;CREDIT;GOLD;CITIBANK, A.S.
471509;VISA;CREDIT;PURCHASING;CITIBANK, A.S.
547161;MASTERCARD;CREDIT;GOLD;CITIBANK, A.S.
549220;MASTERCARD;CREDIT;GOLD;CITIBANK, A.S.
553493;MASTERCARD;CREDIT;CORPORATE;CITIBANK, A.S.
554975;MASTERCARD;CREDIT;STANDARD;CITIBANK, A.S.
554976;MASTERCARD;CREDIT;GOLD;CITIBANK, A.S.
555087;MASTERCARD;CREDIT;PURCHASING;CITIBANK, A.S.
365770;DINERS CLUB INTERNATIONAL;CREDIT;BUSINESS;DC ABANK TURKEY
365771;DINERS CLUB INTERNATIONAL;CREDIT;PERSONAL;DC ABANK TURKEY
365772;DINERS CLUB INTERNATIONAL;CREDIT;PERSONAL;DC ABANK TURKEY
365773;DINERS CLUB INTERNATIONAL;CREDIT;PERSONAL;DC ABANK TURKEY
658054;DISCOVER;CREDIT;;DC BKM TFKB
658750;DISCOVER;CREDIT;;DC BKM TFKB
658751;DISCOVER;CREDIT;;DC BKM TFKB
658752;DISCOVER;CREDIT;;DC BKM TFKB
658759;DISCOVER;CREDIT;;DC BKM TFKB
979220;TROY;CREDIT;PERSONAL;DENIZ BANK, A.S.
979237;TROY;CREDIT;PERSONAL;DENIZ BANK, A.S.
979243;TROY;CREDIT;PERSONAL;DENIZ BANK, A.S.
462449;VISA;CREDIT;PLATINUM;DENIZBANK
403134;VISA;CREDIT;BUSINESS;DENIZBANK, A.S.
404990;VISA;DEBIT;CLASSIC;DENIZBANK, A.S.
408625;VISA;CREDIT;PLATINUM;DENIZBANK, A.S.
409070;VISA;CREDIT;CLASSIC;DENIZBANK, A.S.
411924;VISA;CREDIT;BUSINESS;DENIZBANK, A.S.
423667;VISA;DEBIT;PREPAID;DENIZBANK, A.S.
424360;VISA;CREDIT;GOLD;DENIZBANK, A.S.
424361;VISA;CREDIT;PLATINUM;DENIZBANK, A.S.
441139;VISA;CREDIT;CLASSIC;DENIZBANK, A.S.
459582;VISA;CREDIT;;DENIZBANK, A.S.
460345;VISA;CREDIT;CLASSIC;DENIZBANK, A.S.
460346;VISA;DEBIT;ELECTRON;DENIZBANK, A.S.
460347;VISA;CREDIT;GOLD;DENIZBANK, A.S.
462276;VISA;DEBIT;PREPAID;DENIZBANK, A.S.
462448;VISA;CREDIT;GOLD;DENIZBANK, A.S.
465574;VISA;DEBIT;ELECTRON;DENIZBANK, A.S.
472914;VISA;CREDIT;CLASSIC;DENIZBANK, A.S.
472915;VISA;CREDIT;CLASSIC;DENIZBANK, A.S.
476662;VISA;DEBIT;PREPAID CLASSIC;DENIZBANK, A.S.
483747;VISA;DEBIT;PREPAID ELECTRON;DENIZBANK, A.S.
489456;VISA;CREDIT;CLASSIC;DENIZBANK, A.S.
489457;VISA;CREDIT;GOLD;DENIZBANK, A.S.
489458;VISA;CREDIT;PLATINUM;DENIZBANK, A.S.
492192;VISA;CREDIT;CLASSIC;DENIZBANK, A.S.
508129;MAESTRO;DEBIT;;DENIZBANK, A.S.
510063;MASTERCARD;CREDIT;GOLD;DENIZBANK, A.S.
510118;MASTERCARD;CREDIT;BUSINESS;DENIZBANK, A.S.
510119;MASTERCARD;CREDIT;BUSINESS;DENIZBANK, A.S.
512017;MASTERCARD;CREDIT;GOLD;DENIZBANK, A.S.
512117;MASTERCARD;CREDIT;PLATINUM;DENIZBANK, A.S.
512446;MASTERCARD;CREDIT;GOLD;DENIZBANK, A.S.
514924;MASTERCARD;CREDIT;PLATINUM;DENIZBANK, A.S.
515865;MASTERCARD;CREDIT;MIXED PRODUCT;DENIZBANK, A.S.
516740;MASTERCARD;DEBIT;STANDARD;DENIZBANK, A.S.
516741;MASTERCARD;DEBIT;STANDARD;DENIZBANK, A.S.
516912;MASTERCARD;DEBIT;BUSINESS;DENIZBANK, A.S.
516914;MASTERCARD;DEBIT;STANDARD;DENIZBANK, A.S.
517047;MASTERCARD;DEBIT;PREPAID RELOADABLE;DENIZBANK, A.S.
520019;MASTERCARD;CREDIT;STANDARD;DENIZBANK, A.S.
520303;MASTERCARD;CREDIT;STANDARD;DENIZBANK, A.S.
520909;MASTERCARD;CREDIT;STANDARD;DENIZBANK, A.S.
522517;MASTERCARD;CREDIT;PLATINUM;DENIZBANK, A.S.
523515;MASTERCARD;CREDIT;PLATINUM;DENIZBANK, A.S.
526995;MASTERCARD;CREDIT;STANDARD;DENIZBANK, A.S.
529545;MASTERCARD;DEBIT;STANDARD;DENIZBANK, A.S.
529876;MASTERCARD;CREDIT;GOLD;DENIZBANK, A.S.
533293;MASTERCARD;DEBIT;PREPAID;DENIZBANK, A.S.
533330;MASTERCARD;CREDIT;WORLD BLACK;DENIZBANK, A.S.
539605;MASTERCARD;CREDIT;STANDARD;DENIZBANK, A.S.
542281;MASTERCARD;DEBIT;PREPAID;DENIZBANK, A.S.
543358;MASTERCARD;CREDIT;STANDARD;DENIZBANK, A.S.
543400;MASTERCARD;CREDIT;GOLD;DENIZBANK, A.S.
543427;MASTERCARD;CREDIT;STANDARD;DENIZBANK, A.S.
543943;MASTERCARD;CREDIT;STANDARD;DENIZBANK, A.S.
543944;MASTERCARD;CREDIT;GOLD;DENIZBANK, A.S.
544048;MASTERCARD;DEBIT;PREPAID;DENIZBANK, A.S.
546764;MASTERCARD;CREDIT;STANDARD;DENIZBANK, A.S.
547680;MASTERCARD;CREDIT;BUSINESS;DENIZBANK, A.S.
548202;MASTERCARD;CREDIT;STANDARD;DENIZBANK, A.S.
548434;MASTERCARD;CREDIT;GOLD;DENIZBANK, A.S.
549520;MASTERCARD;DEBIT;PREPAID RELOADABLE;DENIZBANK, A.S.
549839;MASTERCARD;CREDIT;WORLD;DENIZBANK, A.S.
549938;MASTERCARD;CREDIT;GOLD;DENIZBANK, A.S.
552679;MASTERCARD;CREDIT;BUSINESS;DENIZBANK, A.S.
554034;MASTERCARD;CREDIT;PLATINUM;DENIZBANK, A.S.
554483;MASTERCARD;CREDIT;GOLD;DENIZBANK, A.S.
554566;MASTERCARD;CREDIT;PLATINUM;DENIZBANK, A.S.
555574;MASTERCARD;CREDIT;WORLD BLACK;DENIZBANK, A.S.
555636;MASTERCARD;CREDIT;WORLD;DENIZBANK, A.S.
555660;MASTERCARD;CREDIT;STANDARD;DENIZBANK, A.S.
558379;MASTERCARD;CREDIT;BUSINESS;DENIZBANK, A.S.
558443;MASTERCARD;CREDIT;BUSINESS;DENIZBANK, A.S.
558446;MASTERCARD;CREDIT;BUSINESS;DENIZBANK, A.S.
558448;MASTERCARD;CREDIT;BUSINESS;DENIZBANK, A.S.
558460;MASTERCARD;CREDIT;BUSINESS;DENIZBANK, A.S.
558514;MASTERCARD;CREDIT;BUSINESS;DENIZBANK, A.S.
601912;MAESTRO;DEBIT;;DENIZBANK, A.S.
670610;MAESTRO;DEBIT;;DENIZBANK, A.S.
670640;MAESTRO;DEBIT;PERSONAL;DENIZBANK, A.S.
677047;MAESTRO;DEBIT;PERSONAL;DENIZBANK, A.S.
677369;MAESTRO;DEBIT;;DEUTSCHE BANK, A.S.
522503;MASTERCARD;DEBIT;PREPAID RELOADABLE;DGPARA ODEME KURULU'U AS
542772;MASTERCARD;DEBIT;PREPAID RELOADABLE;DGPARA ODEME KURULU'U AS
402003;VISA;CREDIT;;EGEBANK, A.S.
979261;TROY;DEBIT;;EMLAK KATILIM BANKASI
536034;MASTERCARD;DEBIT;PREPAID RELOADABLE;ERPA ODEME HIZMETLERI VE ELEKTRONIK PARA ANONIM SIRKETI
491374;VISA;CREDIT;CLASSIC;EUROBANK TEKFEN, A.S.
468973;VISA;CREDIT;PERSONAL;FIBABANK
423495;VISA;CREDIT;PERSONAL;FIBABANKA
517601;MASTERCARD;CREDIT;PERSONAL;FIBABANKA
979225;TROY;CREDIT;PERSONAL;FIBABANKA
434909;VISA;DEBIT;PREPAID;FIBABANKA, A.S.
520745;MASTERCARD;DEBIT;STANDARD;FIBABANKA, A.S.
520947;MASTERCARD;DEBIT;COMMERCIAL;FIBABANKA, A.S.
522021;MASTERCARD;CREDIT;WORLD BLACK;FIBABANKA, A.S.
522075;MASTERCARD;CREDIT;STANDARD;FIBABANKA, A.S.
522566;MASTERCARD;CREDIT;PLATINUM;FIBABANKA, A.S.
522576;MASTERCARD;CREDIT;STANDARD;FIBABANKA, A.S.
525492;MASTERCARD;DEBIT;PREPAID;FIBABANKA, A.S.
525604;MASTERCARD;CREDIT;BUSINESS;FIBABANKA, A.S.
526963;MASTERCARD;DEBIT;COMMERCIAL;FIBABANKA, A.S.
527022;MASTERCARD;CREDIT;BUSINESS;FIBABANKA, A.S.
527325;MASTERCARD;DEBIT;STANDARD;FIBABANKA, A.S.
527765;MASTERCARD;CREDIT;GOLD;FIBABANKA, A.S.
529534;MASTERCARD;CREDIT;STANDARD;FIBABANKA, A.S.
536202;MASTERCARD;CREDIT;STANDARD;FIBABANKA, A.S.
537889;MASTERCARD;DEBIT;STANDARD;FIBABANKA, A.S.
539424;MASTERCARD;CREDIT;STANDARD;FIBABANKA, A.S.
539432;MASTERCARD;DEBIT;STANDARD;FIBABANKA, A.S.
543624;MASTERCARD;CREDIT;MIXED;FIBABANKA, A.S.
547840;MASTERCARD;CREDIT;BUSINESS;FIBABANKA, A.S.
557374;MASTERCARD;DEBIT;STANDARD;FIBABANKA, A.S.
559056;MASTERCARD;CREDIT;BUSINESS;FIBABANKA, A.S.
603343;MAESTRO;DEBIT;;FIBABANKA, A.S.
671217;MAESTRO;DEBIT;;FIBABANKA, A.S.
677987;MAESTRO;DEBIT;PREPAID;FIBABANKA, A.S.
