BIN;Network;Type;Category;Issuer
546354;MASTERCARD;DEBIT;PREPAID RELOADABLE;FINANCE INCORPORATED, LTD.
401072;VISA;CREDIT;CLASSIC;FINANSBANK, A.S.
402563;VISA;CREDIT;CLASSIC;FINANSBANK, A.S.
413583;VISA;CREDIT;GOLD;FINANSBANK, A.S.
422376;VISA;CREDIT;CLASSIC;FINANSBANK, A.S.
423277;VISA;CREDIT;CLASSIC;FINANSBANK, A.S.
423398;VISA;CREDIT;CLASSIC;FINANSBANK, A.S.
444029;VISA;CREDIT;GOLD;FINANSBANK, A.S.
459332;VISA;CREDIT;PLATINUM;FINANSBANK, A.S.
459333;VISA;DEBIT;ELECTRON;FINANSBANK, A.S.
516733;MASTERCARD;CREDIT;MIXED PRODUCT;FINANSBANK, A.S.
521584;MASTERCARD;DEBIT;PREPAID;FINANSBANK, A.S.
559096;MASTERCARD;CREDIT;EXECUTIVE BUSINESS;FINANSBANK, A.S.
670673;MAESTRO;DEBIT;;FINANSBANK, A.S.
979202;TROY;DEBIT;PERSONAL;FINANSBANK, A.S.
979203;TROY;CREDIT;PERSONAL;FINANSBANK, A.S.
402299;VISA;CREDIT;GOLD;FORTIS BANK, A.S.
374421;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
374422;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
374423;AMERICAN EXPRESS;CREDIT;SMALL BUSINESS;GARANTI BANK
374424;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
374425;AMERICAN EXPRESS;CREDIT;CORPORATE;GARANTI BANK
374426;AMERICAN EXPRESS;CREDIT;CORPORATE;GARANTI BANK
374427;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
374428;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
375622;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
375623;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
375624;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
375625;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
375626;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
375627;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
375628;AMERICAN EXPRESS;CREDIT;;GARANTI BANK
375629;AMERICAN EXPRESS;CREDIT;;GARANTI BANK
375631;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
377137;AMERICAN EXPRESS;CREDIT;SMALL BUSINESS;GARANTI BANK
377140;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
377142;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
377143;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
377596;AMERICAN EXPRESS;CREDIT;SMALL BUSINESS;GARANTI BANK
377597;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
377598;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
377599;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
378332;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
378485;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
379369;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
379370;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
379371;AMERICAN EXPRESS;CREDIT;PERSONAL;GARANTI BANK
542238;MASTERCARD;DEBIT;PREPAID CORPORATE;GOLDEN GLOBAL YATIRIM BANKASI AS
547402;MASTERCARD;DEBIT;COMMERCIAL;GOLDEN GLOBAL YATIRIM BANKASI AS
453149;VISA;DEBIT;PREPAID CLASSIC;GOLDEN GLOBAL YATIRIM BANKASI, A.S.
474263;VISA;DEBIT;PREPAID CLASSIC;GOLDEN GLOBAL YATIRIM BANKASI, A.S.
474540;VISA;DEBIT;PREPAID BUSINESS;GOLDEN GLOBAL YATIRIM BANKASI, A.S.
477294;VISA;DEBIT;PREPAID BUSINESS;GOLDEN GLOBAL YATIRIM BANKASI, A.S.
540387;MASTERCARD;CREDIT;STANDARD;HAYAT FINANS KATILIM BANKASI AS
405917;VISA;CREDIT;CLASSIC;HSBC BANK, A.S.
405918;VISA;CREDIT;GOLD;HSBC BANK, A.S.
405919;VISA;DEBIT;CLASSIC;HSBC BANK, A.S.
408969;VISA;CREDIT;CLASSIC;HSBC BANK, A.S.
409071;VISA;CREDIT;CLASSIC;HSBC BANK, A.S.
422629;VISA;CREDIT;GOLD;HSBC BANK, A.S.
424909;VISA;CREDIT;CLASSIC;HSBC BANK, A.S.
428240;VISA;CREDIT;PLATINUM;HSBC BANK, A.S.
431594;VISA;CREDIT;CLASSIC;HSBC BANK, A.S.
496019;VISA;CREDIT;CLASSIC;HSBC BANK, A.S.
510005;MASTERCARD;CREDIT;STANDARD;HSBC BANK, A.S.
512651;MASTERCARD;CREDIT;STANDARD;HSBC BANK, A.S.
519399;MASTERCARD;CREDIT;STANDARD;HSBC BANK, A.S.
525413;MASTERCARD;CREDIT;WORLD;HSBC BANK, A.S.
525795;MASTERCARD;CREDIT;GOLD;HSBC BANK, A.S.
532604;MASTERCARD;DEBIT;STANDARD;HSBC BANK, A.S.
540643;MASTERCARD;CREDIT;STANDARD;HSBC BANK, A.S.
542254;MASTERCARD;CREDIT;STANDARD;HSBC BANK, A.S.
545183;MASTERCARD;CREDIT;WORLD;HSBC BANK, A.S.
550472;MASTERCARD;CREDIT;STANDARD;HSBC BANK, A.S.
550473;MASTERCARD;CREDIT;GOLD;HSBC BANK, A.S.
552143;MASTERCARD;CREDIT;PLATINUM;HSBC BANK, A.S.
556030;MASTERCARD;CREDIT;BUSINESS;HSBC BANK, A.S.
556031;MASTERCARD;CREDIT;BUSINESS;HSBC BANK, A.S.
556033;MASTERCARD;CREDIT;BUSINESS;HSBC BANK, A.S.
556034;MASTERCARD;CREDIT;BUSINESS;HSBC BANK, A.S.
556665;MASTERCARD;CREDIT;CORPORATE;HSBC BANK, A.S.
627652;CHINA UNION PAY;DEBIT;STANDARD;HSBC BANK, A.S.
676401;MAESTRO;DEBIT;;HSBC BANK, A.S.
677193;MAESTRO;DEBIT;;HSBC BANK, A.S.
979214;TROY;CREDIT;PERSONAL;HSBC BANK, A.S.
413729;VISA;CREDIT;PLATINUM;ICBC TURKEY BANK ANONIM SIRKETI
413972;VISA;CREDIT;CLASSIC;ICBC TURKEY BANK ANONIM SIRKETI
445988;VISA;DEBIT;ELECTRON;ICBC TURKEY BANK ANONIM SIRKETI
456057;VISA;CREDIT;CLASSIC;ICBC TURKEY BANK ANONIM SIRKETI
456059;VISA;CREDIT;GOLD;ICBC TURKEY BANK ANONIM SIRKETI
514025;MASTERCARD;CREDIT;PLATINUM;ICBC TURKEY BANK, A.S.
521875;MASTERCARD;CREDIT;PLATINUM;ICBC TURKEY BANK, A.S.
527080;MASTERCARD;CREDIT;STANDARD;ICBC TURKEY BANK, A.S.
545769;MASTERCARD;CREDIT;STANDARD;ICBC TURKEY BANK, A.S.
545770;MASTERCARD;CREDIT;GOLD;ICBC TURKEY BANK, A.S.
558634;MASTERCARD;CREDIT;BUSINESS;ICBC TURKEY BANK, A.S.
589416;MAESTRO;DEBIT;;ICBC TURKEY BANK, A.S.
979239;TROY;CREDIT;PERSONAL;ICBC TURKEY BANK, A.S.
425979;VISA;DEBIT;ELECTRON;IKTISAT BANKASI TURK, A.S.
456077;VISA;CREDIT;;IKTISAT BANKASI TURK, A.S.
541074;MASTERCARD;CREDIT;;IKTISAT BANKASI TURK, A.S.
541076;MASTERCARD;CREDIT;;IKTISAT BANKASI TURK, A.S.
541932;MASTERCARD;CREDIT;;IKTISAT BANKASI TURK, A.S.
400684;VISA;CREDIT;CLASSIC;ING BANK, A.S.
408579;VISA;CREDIT;CLASSIC;ING BANK, A.S.
408581;VISA;DEBIT;ELECTRON;ING BANK, A.S.
408593;VISA;DEBIT;ELECTRON;ING BANK, A.S.
413762;VISA;CREDIT;GOLD;ING BANK, A.S.
413792;VISA;CREDIT;GOLD;ING BANK, A.S.
414070;VISA;CREDIT;PLATINUM;ING BANK, A.S.
420322;VISA;CREDIT;GOLD;ING BANK, A.S.
420323;VISA;CREDIT;GOLD;ING BANK, A.S.
420324;VISA;CREDIT;PLATINUM;ING BANK, A.S.
423091;VISA;DEBIT;PLATINUM;ING BANK, A.S.
447502;VISA;DEBIT;ELECTRON;ING BANK, A.S.
455571;VISA;CREDIT;GOLD;ING BANK, A.S.
463336;VISA;CREDIT;BUSINESS;ING BANK, A.S.
474823;VISA;DEBIT;PREPAID;ING BANK, A.S.
478797;VISA;CREDIT;CLASSIC;ING BANK, A.S.
478798;VISA;CREDIT;GOLD;ING BANK, A.S.
479632;VISA;DEBIT;BUSINESS;ING BANK, A.S.
479633;VISA;DEBIT;PREPAID;ING BANK, A.S.
480296;VISA;CREDIT;BUSINESS;ING BANK, A.S.
490805;VISA;CREDIT;CLASSIC;ING BANK, A.S.
490806;VISA;CREDIT;GOLD;ING BANK, A.S.
490807;VISA;CREDIT;BUSINESS;ING BANK, A.S.
490808;VISA;DEBIT;ELECTRON;ING BANK, A.S.
514140;MASTERCARD;CREDIT;STANDARD;ING BANK, A.S.
540024;MASTERCARD;CREDIT;STANDARD;ING BANK, A.S.
540025;MASTERCARD;CREDIT;BUSINESS;ING BANK, A.S.
542605;MASTERCARD;CREDIT;STANDARD;ING BANK, A.S.
548819;MASTERCARD;CREDIT;GOLD;ING BANK, A.S.
554297;MASTERCARD;CREDIT;STANDARD;ING BANK, A.S.
603322;LOCAL BRAND;DEBIT;PERSONAL;ING BANK, A.S.
979224;TROY;CREDIT;PERSONAL;ING BANK, A.S.
979242;TROY;DEBIT;PERSONAL;ING BANK, A.S.
510151;MASTERCARD;CREDIT;STANDARD;ING, A.S.
515755;MASTERCARD;DEBIT;PREPAID RELOADABLE;ING, A.S.
517946;MASTERCARD;CREDIT;STANDARD;ING, A.S.
526973;MASTERCARD;CREDIT;NEW WORLD;ING, A.S.
526975;MASTERCARD;CREDIT;NEW WORLD;ING, A.S.
531401;MASTERCARD;CREDIT;WORLD;ING, A.S.
532443;MASTERCARD;CREDIT;STANDARD;ING, A.S.
535137;MASTERCARD;DEBIT;COMMERCIAL;ING, A.S.
535270;MASTERCARD;DEBIT;PLATINUM;ING, A.S.
542029;MASTERCARD;CREDIT;MIXED;ING, A.S.
542965;MASTERCARD;CREDIT;GOLD;ING, A.S.
542967;MASTERCARD;CREDIT;GOLD;ING, A.S.
547765;MASTERCARD;CREDIT;BUSINESS;ING, A.S.
550074;MASTERCARD;CREDIT;WORLD;ING, A.S.
550478;MASTERCARD;CREDIT;STANDARD;ING, A.S.
554570;MASTERCARD;CREDIT;PLATINUM;ING, A.S.
676170;MAESTRO;DEBIT;;ING, A.S.
676206;MAESTRO;DEBIT;;ING, A.S.
676366;MAESTRO;DEBIT;;ING, A.S.
676402;MAESTRO;DEBIT;;ING, A.S.
979266;TROY;DEBIT;PERSONAL;ININAL
463367;VISA;DEBIT;PREPAID;ININAL ODEME VE ELEKTRONIK PARA HIZ. A.S
555518;MASTERCARD;DEBIT;PREPAID;ININAL ODEME VE ELEKTRONIK PARA HIZMETLERI AS
439574;VISA;DEBIT;PREPAID CLASSIC;ININAL ODEME VE ELEKTRONIK PARA HIZMETLERI, A.S.
439748;VISA;DEBIT;PREPAID CLASSIC;ININAL ODEME VE ELEKTRONIK PARA HIZMETLERI, A.S.
460962;VISA;DEBIT;PREPAID CLASSIC;ININAL ODEME VE ELEKTRONIK PARA HIZMETLERI, A.S.
473945;VISA;DEBIT;PREPAID BUSINESS;ININAL ODEME VE ELEKTRONIK PARA HIZMETLERI, A.S.
478500;VISA;DEBIT;PREPAID CLASSIC;ININAL ODEME VE ELEKTRONIK PARA HIZMETLERI, A.S.
603125;MAESTRO;DEBIT;STANDARD;IS BANKASI, A.S.
637060;PRIVATE LABEL;DEBIT;PREPAID;ISTANBUL TRANSPORT CARD
535805;MASTERCARD;DEBIT;PREPAID RELOADABLE;IYZI ODEME VE ELEKTRONIK PARA HIZMETLERI AS
447501;VISA;DEBIT;ELECTRON;KENTBANK, A.S.
637243;MAESTRO;DEBIT;STANDARD;KENTKART EGE ELEKTRONIK, A.S.
439847;VISA;CREDIT;CLASSIC;KUVEYT TURK EVKAF FINANS KURUMU
979216;TROY;DEBIT;GOLD;KUVEYT TURK EVKAF FINANS KURUMU
979267;TROY;CREDIT;PERSONAL;KUVEYT TURK EVKAF FINANS KURUMU
402589;VISA;CREDIT;CLASSIC;KUVEYT TURK KATILIM BANKASI, A.S.
402590;VISA;CREDIT;GOLD;KUVEYT TURK KATILIM BANKASI, A.S.
402591;VISA;DEBIT;GOLD;KUVEYT TURK KATILIM BANKASI, A.S.
402592;VISA;CREDIT;BUSINESS;KUVEYT TURK KATILIM BANKASI, A.S.
403360;VISA;CREDIT;PLATINUM;KUVEYT TURK KATILIM BANKASI, A.S.
403810;VISA;CREDIT;BUSINESS;KUVEYT TURK KATILIM BANKASI, A.S.
410556;VISA;CREDIT;CLASSIC;KUVEYT TURK KATILIM BANKASI, A.S.
424487;VISA;CREDIT;PERSONAL;KUVEYT TURK KATILIM BANKASI, A.S.
431024;VISA;CREDIT;BUSINESS;KUVEYT TURK KATILIM BANKASI, A.S.
439848;VISA;DEBIT;BUSINESS;KUVEYT TURK KATILIM BANKASI, A.S.
439849;VISA;DEBIT;CLASSIC;KUVEYT TURK KATILIM BANKASI, A.S.
483673;VISA;CREDIT;GOLD;KUVEYT TURK KATILIM BANKASI, A.S.
483674;VISA;DEBIT;CLASSIC;KUVEYT TURK KATILIM BANKASI, A.S.
483714;VISA;DEBIT;ELECTRON;KUVEYT TURK KATILIM BANKASI, A.S.
511660;MASTERCARD;CREDIT;BUSINESS;KUVEYT TURK KATILIM BANKASI, A.S.
512595;MASTERCARD;CREDIT;STANDARD;KUVEYT TURK KATILIM BANKASI, A.S.
518896;MASTERCARD;CREDIT;STANDARD;KUVEYT TURK KATILIM BANKASI, A.S.
520180;MASTERCARD;CREDIT;WORLD;KUVEYT TURK KATILIM BANKASI, A.S.
525312;MASTERCARD;CREDIT;MIXED;KUVEYT TURK KATILIM BANKASI, A.S.
527083;MASTERCARD;CREDIT;WORLD;KUVEYT TURK KATILIM BANKASI, A.S.
527327;MASTERCARD;CREDIT;STANDARD;KUVEYT TURK KATILIM BANKASI, A.S.
528133;MASTERCARD;DEBIT;STANDARD;KUVEYT TURK KATILIM BANKASI, A.S.
535748;MASTERCARD;DEBIT;WORLD ELITE;KUVEYT TURK KATILIM BANKASI, A.S.
539803;MASTERCARD;CREDIT;PREFERRED BUSINESS;KUVEYT TURK KATILIM BANKASI, A.S.
547564;MASTERCARD;CREDIT;BUSINESS;KUVEYT TURK KATILIM BANKASI, A.S.
557370;MASTERCARD;DEBIT;STANDARD;KUVEYT TURK KATILIM BANKASI, A.S.
677055;MAESTRO;DEBIT;;KUVEYT TURK KATILIM BANKASI, A.S.
439573;VISA;DEBIT;PERSONAL;LYDIANS ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.
439575;VISA;DEBIT;PREPAID CLASSIC;LYDIANS ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.
570031;MAESTRO;DEBIT;STANDARD;MAESTRO INTERNATIONAL
574153;MAESTRO;DEBIT;STANDARD;MAESTRO INTERNATIONAL
580539;MAESTRO;DEBIT;STANDARD;MAESTRO INTERNATIONAL
581072;MAESTRO;DEBIT;STANDARD;MAESTRO INTERNATIONAL
511436;MASTERCARD;DEBIT;PREPAID RELOADABLE;MOKA UNITED ODEME HIZMETLERI VE ELEKTRONIK PARA KURULUSU A.S
522989;MASTERCARD;DEBIT;PREPAID RELOADABLE;MOKA UNITED ODEME HIZMETLERI VE ELEKTRONIK PARA KURULUSU A.S
524907;MASTERCARD;DEBIT;PREPAID RELOADABLE;MOKA UNITED ODEME HIZMETLERI VE ELEKTRONIK PARA KURULUSU A.S
527149;MASTERCARD;DEBIT;PREPAID RELOADABLE;MOKA UNITED ODEME HIZMETLERI VE ELEKTRONIK PARA KURULUSU A.S
527192;MASTERCARD;DEBIT;PREPAID RELOADABLE;MOKA UNITED ODEME HIZMETLERI VE ELEKTRONIK PARA KURULUSU A.S
527823;MASTERCARD;DEBIT;PREPAID RELOADABLE;MOKA UNITED ODEME HIZMETLERI VE ELEKTRONIK PARA KURULUSU A.S
453955;VISA;DEBIT;PREPAID CLASSIC;MOKA UNITED ODEME HIZMETLERI VE ELEKTRONIK PARA KURULUSU ANONIM SIRKETI
531882;MASTERCARD;DEBIT;PREPAID RELOADABLE;MONEYPAY ODEME VE ELEKTRONIK PARA HIZMETLERI ANONIM SIRKETI
542273;MASTERCARD;CREDIT;STANDARD;NUROL YATIRIM BANKASI AS
468791;VISA;CREDIT;PLATINUM;ODEA BANK, A.S.
468793;VISA;CREDIT;BUSINESS;ODEA BANK, A.S.
468794;VISA;CREDIT;CORPORATE T&E;ODEA BANK, A.S.
468795;VISA;CREDIT;CORPORATE T&E;ODEA BANK, A.S.
468796;VISA;DEBIT;BUSINESS;ODEA BANK, A.S.
468797;VISA;DEBIT;ELECTRON;ODEA BANK, A.S.
469180;VISA;CREDIT;GOLD;ODEA BANK, A.S.
469181;VISA;CREDIT;PLATINUM;ODEA BANK, A.S.
469183;VISA;CREDIT;CLASSIC;ODEA BANK, A.S.
469184;VISA;DEBIT;ELECTRON;ODEA BANK, A.S.
516944;MASTERCARD;DEBIT;STANDARD;ODEA BANK, A.S.
519261;MASTERCARD;CREDIT;STANDARD;ODEA BANK, A.S.
521162;MASTERCARD;CREDIT;BUSINESS;ODEA BANK, A.S.
522347;MASTERCARD;CREDIT;PLATINUM;ODEA BANK, A.S.
522356;MASTERCARD;CREDIT;GOLD;ODEA BANK, A.S.
522362;MASTERCARD;CREDIT;STANDARD;ODEA BANK, A.S.
524677;MASTERCARD;CREDIT;STANDARD;ODEA BANK, A.S.
526952;MASTERCARD;CREDIT;GOLD;ODEA BANK, A.S.
527369;MASTERCARD;CREDIT;PLATINUM;ODEA BANK, A.S.
527383;MASTERCARD;CREDIT;WORLD;ODEA BANK, A.S.
527396;MASTERCARD;CREDIT;PLATINUM;ODEA BANK, A.S.
528064;MASTERCARD;CREDIT;STANDARD;ODEA BANK, A.S.
536255;MASTERCARD;CREDIT;BUSINESS;ODEA BANK, A.S.
542724;MASTERCARD;DEBIT;COMMERCIAL;ODEA BANK, A.S.
670868;MAESTRO;DEBIT;;ODEA BANK, A.S.
900020;TROY;CREDIT;PERSONAL;ODEA BANK, A.S.
979219;TROY;CREDIT;PERSONAL;ODEA BANK, A.S.
498597;VISA;DEBIT;PREPAID CLASSIC;OZAN ELEKTRONIK PARA, A.S.
523243;MASTERCARD;DEBIT;PREPAID BUSINESS;OZANPAY
527110;MASTERCARD;DEBIT;PREPAID RELOADABLE;OZANPAY
539375;MASTERCARD;DEBIT;PREPAID RELOADABLE;OZANPAY
979260;TROY;DEBIT;;PALADYUM ELEKTRONIK A.S
439683;VISA;DEBIT;PREPAID BUSINESS;PALADYUM ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.
439724;VISA;DEBIT;PREPAID CLASSIC;PALADYUM ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.
460944;VISA;DEBIT;PREPAID;PALADYUM ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.
474259;VISA;DEBIT;PREPAID CLASSIC;PALADYUM ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.
529799;MASTERCARD;DEBIT;PREPAID BUSINESS;PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI AS
531237;MASTERCARD;DEBIT;PREPAID RELOADABLE;PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI AS
531389;MASTERCARD;DEBIT;PREPAID RELOADABLE;PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI AS
535925;MASTERCARD;DEBIT;PREPAID RELOADABLE;PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI AS
539374;MASTERCARD;DEBIT;PREPAID RELOADABLE;PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI AS
539664;MASTERCARD;DEBIT;PREPAID;PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI AS
548793;MASTERCARD;DEBIT;PREPAID RELOADABLE;PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI AS
557396;MASTERCARD;DEBIT;PREPAID ISIC;PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI AS
460957;VISA;DEBIT;PREPAID CLASSIC;PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.
460958;VISA;DEBIT;PREPAID CLASSIC;PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.
460959;VISA;DEBIT;PREPAID CLASSIC;PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.
478504;VISA;DEBIT;PREPAID CLASSIC;PAPARA ELEKTRONIK PARA VE ODEME HIZMETLERI, A.S.
542624;MASTERCARD;DEBIT;PREPAID;PAPEL ELEKTRONIK PARA VE ODEME HIZMETLERI A S
514102;MASTERCARD;DEBIT;PREPAID RELOADABLE;PAYPORTER ODEME HIZMETLERI VE ELEKTRONIK PARA AS
434913;VISA;DEBIT;CLASSIC;POSTA VE TELGRAF TESKILATI, A.S.
434914;VISA;DEBIT;PREPAID CLASSIC;POSTA VE TELGRAF TESKILATI, A.S.
900029;TROY;CREDIT;PERSONAL;POSTA VE TELGRAF TESKILATI, A.S.
533207;MASTERCARD;DEBIT;PREPAID RELOADABLE;POSTAL AND TELEGRAPH CORPORATION
536696;MASTERCARD;DEBIT;STANDARD;POSTAL AND TELEGRAPH CORPORATION
537608;MASTERCARD;DEBIT;STANDARD;POSTAL AND TELEGRAPH CORPORATION
671200;MAESTRO;DEBIT;;POSTAL AND TELEGRAPH CORPORATION
979249;TROY;DEBIT;PERSONAL;POSTAL AND TELEGRAPH CORPORATION
979254;TROY;DEBIT;PERSONAL;POSTAL AND TELEGRAPH CORPORATION
979277;TROY;DEBIT;PERSONAL;POSTAL AND TELEGRAPH CORPORATION
979278;TROY;DEBIT;PERSONAL;POSTAL AND TELEGRAPH CORPORATION
979259;TROY;DEBIT;;PTT
400709;VISA;DEBIT;CLASSIC;QNB BANK A.S
402277;VISA;CREDIT;CLASSIC;QNB BANK A.S
402278;VISA;CREDIT;GOLD;QNB BANK A.S
403082;VISA;CREDIT;BUSINESS;QNB BANK A.S
406386;VISA;DEBIT;CLASSIC;QNB BANK A.S
409364;VISA;CREDIT;CLASSIC;QNB BANK A.S
410147;VISA;CREDIT;CLASSIC;QNB BANK A.S
